Start Character,Header,Vendor Identification,Software Version,PACKET TYPE,PACKET IDENTIFIER,Live /History Packet,IMEI Number,Vehicle Registration Number,GPS Fix.1 or 0,Date in DDMMYYYY Format,Time HHMMSS Format,Latitude in decimal degree & Direction,,Longitude in decimal degree & Direction,,Speed,Heading,Number Of Satellites,Altitude in meters,PDOP Positional dilution of precision,HDOP Horizontal dilution of precision,Network Operator Name,Ignition Status,Vehicle Battery Status (1 or 0),Vehicle Battery Voltage,Internal Battery Voltage,Emergency Status (1 or 0),Tamper Alert. C (Close) or O (Open),GSM Signal Strength,MCC,MNC,LAC,Cell ID,NMR (Network Measurement Report) Neighboring Cell IDs,,,,,,,,,,,,Digital Inputs Status,Digital Outputs Status,Sequence Number Of Message,End Of Packet,Packet Arrival Date,Packet Arrival Time
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23725,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,28:56.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23735,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,28:56.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23745,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,28:56.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23755,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:06.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23805,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:19.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23819,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:29.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23829,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:42.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23839,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:52.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23849,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:02.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23859,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:14.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23909,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:28.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23919,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:28.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23929,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:42.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23939,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:59.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23949,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:13.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,23959,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:13.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24009,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:23.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24019,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:34.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24029,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24029,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:30.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24039,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:30.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24049,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:30.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24059,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24109,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24119,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24129,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24139,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24149,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24159,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24209,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24219,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:44.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24229,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:54.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24239,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:54.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24249,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:54.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24259,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:54.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24309,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:54.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24319,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:54.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24329,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:54.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24339,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,34:54.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24349,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,35:04.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24359,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,35:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24409,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,35:23.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24419,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,35:33.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24429,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,35:43.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24439,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,35:58.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24449,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,35:58.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24459,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:09.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24509,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:24.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24519,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:40.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24529,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:40.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24519,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:21.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24529,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:21.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24539,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:21.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24549,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:21.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24559,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:21.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24609,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:21.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24619,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:21.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24629,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:21.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24639,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:21.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24649,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:34.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24659,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:34.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24709,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:34.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24719,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:34.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24729,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:34.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24739,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:34.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24749,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:34.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24759,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:34.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24809,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:34.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24819,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:49.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24829,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:49.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24839,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:49.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24849,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,39:59.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24859,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,40:09.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24909,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,40:19.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24919,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,40:33.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24929,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,40:49.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24939,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,40:49.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24949,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,41:05.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24949,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,43:49.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,24959,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,43:49.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25009,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,43:49.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25019,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,43:49.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25029,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,43:49.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25039,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,43:49.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25049,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,43:49.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25059,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,43:49.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25109,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,43:49.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25119,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:05.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25129,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:05.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25139,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:05.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25149,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:05.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25159,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:05.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25209,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:05.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25219,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:05.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25229,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:05.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25239,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:05.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25249,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:20.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25259,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:20.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25309,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:20.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25319,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:30.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25329,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:43.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25339,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:58.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25349,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,44:58.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25359,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,45:08.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25409,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,45:22.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25419,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,45:35.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25429,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,45:48.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25439,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,45:48.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25449,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,45:59.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25459,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,46:09.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25509,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,46:18.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25519,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,46:28.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25529,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,46:39.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25539,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,46:49.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25549,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,47:03.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25559,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,47:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,25609,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,47:23.8,,,,,,,,,,,,,,,,,,,,,,,
